Date,SP500_Close,SMA_3,SMA_10
2011-10-01,1253.300048828125,1201.203369140625,1286.4510009765625
2011-11-01,1246.9599609375,1210.5600179036458,1282.5349975585937
2011-12-01,1257.5999755859375,1252.6199951171875,1275.572998046875
2012-01-01,1312.4100341796875,1272.3233235677083,1274.231005859375
2012-02-01,1365.6800537109375,1311.8966878255208,1274.4380126953124
2012-03-01,1408.469970703125,1362.1866861979167,1280.7650146484375
2012-04-01,1397.9100341796875,1390.6866861979167,1288.4920166015625
2012-05-01,1310.3299560546875,1372.2366536458333,1290.2970092773437
2012-06-01,1362.1600341796875,1356.8000081380208,1304.6240112304688
2012-07-01,1379.3199462890625,1350.6033121744792,1329.4140014648438
2012-08-01,1406.5799560546875,1382.6866455078125,1344.7419921875
2012-09-01,1440.6700439453125,1408.8566487630208,1364.1130004882812
2012-10-01,1412.1600341796875,1419.8033447265625,1379.5690063476563
2012-11-01,1416.1800537109375,1423.0033772786458,1389.9460083007812
2012-12-01,1426.18994140625,1418.1766764322917,1395.9969970703125
2013-01-01,1498.1099853515625,1446.82666015625,1404.9609985351562
2013-02-01,1514.6800537109375,1479.6599934895833,1416.6380004882812
2013-03-01,1569.18994140625,1527.32666015625,1442.5239990234375
2013-04-01,1597.5699462890625,1560.47998046875,1466.064990234375
2013-05-01,1630.739990234375,1599.1666259765625,1491.2069946289062
2013-06-01,1606.280029296875,1611.5299886067708,1511.177001953125
2013-07-01,1685.72998046875,1640.9166666666667,1535.6829956054687
2013-08-01,1632.969970703125,1641.6599934895833,1557.7639892578125
2013-09-01,1681.550048828125,1666.75,1584.3009887695312
2013-10-01,1756.5400390625,1690.3533528645833,1617.3359985351562
2013-11-01,1805.81005859375,1747.9667154947917,1648.106005859375
2013-12-01,1848.3599853515625,1803.5700276692708,1681.4739990234375
2014-01-01,1782.5899658203125,1812.2533365885417,1702.8140014648438
2014-02-01,1859.449951171875,1830.13330078125,1729.002001953125
2014-03-01,1872.3399658203125,1838.1266276041667,1753.1619995117187
2014-04-01,1883.949951171875,1871.9132893880208,1780.9289916992188
2014-05-01,1923.5699462890625,1893.28662109375,1804.71298828125
2014-06-01,1960.22998046875,1922.5832926432292,1837.4389892578124
2014-07-01,1930.6700439453125,1938.1566569010417,1862.3509887695313
2014-08-01,2003.3699951171875,1964.7566731770833,1887.033984375
2014-09-01,1972.2900390625,1968.7766927083333,1903.681982421875
2014-10-01,2018.050048828125,1997.9033610026042,1920.6509887695313
2014-11-01,2067.56005859375,2019.300048828125,1949.147998046875
2014-12-01,2058.89990234375,2048.1700032552085,1969.0929931640626
2015-01-01,1994.989990234375,2040.4833170572917,1981.3579956054687
2015-02-01,2104.5,2052.796630859375,2003.4130004882813
2015-03-01,2067.889892578125,2055.7932942708335,2017.8449951171874
2015-04-01,2085.510009765625,2085.9666341145835,2030.372998046875
2015-05-01,2107.389892578125,2086.929931640625,2048.0449829101562
2015-06-01,2063.110107421875,2085.336669921875,2054.018994140625
2015-07-01,2103.840087890625,2091.4466959635415,2067.1739990234373
2015-08-01,1972.1800537109373,2046.3767496744792,2062.5869995117187
2015-09-01,1920.030029296875,1998.6833902994792,2047.8339965820312
2015-10-01,2079.360107421875,1990.5233968098958,2049.880017089844
2015-11-01,2080.409912109375,2026.6000162760417,2058.422009277344
2015-12-01,2043.93994140625,2067.9033203125,2052.366003417969
2016-01-01,1940.239990234375,2021.5299479166667,2039.6010131835938
2016-02-01,1932.22998046875,1972.1366373697917,2024.2730102539062
2016-03-01,2059.739990234375,1977.4033203125,2019.5080200195312
2016-04-01,2065.300048828125,2019.0900065104167,2019.7270141601562
2016-05-01,2096.949951171875,2073.9966634114585,2019.0380004882813
2016-06-01,2098.860107421875,2087.0367024739585,2031.706005859375
2016-07-01,2173.60009765625,2123.13671875,2057.0630126953124
2016-08-01,2170.949951171875,2147.8033854166665,2066.2219970703127
2016-09-01,2168.27001953125,2170.9400227864585,2075.0080078125
2016-10-01,2126.14990234375,2155.123291015625,2083.22900390625
2016-11-01,2198.81005859375,2164.4099934895835,2109.0860107421877
2016-12-01,2238.830078125,2187.9300130208335,2139.7460205078123
2017-01-01,2278.8701171875,2238.8367513020835,2161.659033203125
2017-02-01,2363.639892578125,2293.780029296875,2191.493017578125
2017-03-01,2362.719970703125,2335.07666015625,2218.07001953125
2017-04-01,2384.199951171875,2370.1866048177085,2246.60400390625
2017-05-01,2411.800048828125,2386.239990234375,2270.4239990234373
2017-06-01,2423.409912109375,2406.469970703125,2295.6699951171877
2017-07-01,2470.300048828125,2435.1700032552085,2325.872998046875
2017-08-01,2471.64990234375,2455.1199544270835,2360.422998046875
2017-09-01,2519.360107421875,2487.1033528645835,2392.4780029296876
2017-10-01,2575.260009765625,2522.0900065104165,2426.12099609375
2017-11-01,2647.580078125,2580.7333984375,2462.9919921875
2017-12-01,2673.610107421875,2632.1500651041665,2493.989013671875
2018-01-01,2823.81005859375,2715.0000813802085,2540.0980224609375
2018-02-01,2713.830078125,2737.0834147135415,2573.06103515625
2018-03-01,2640.8701171875,2726.1700846354165,2595.9680419921874
2018-04-01,2648.050048828125,2667.5834147135415,2618.4320556640623
2018-05-01,2705.27001953125,2664.7300618489585,2641.929052734375
2018-06-01,2718.3701171875,2690.5633951822915,2666.60107421875
2018-07-01,2816.2900390625,2746.6433919270835,2696.2940673828125
2018-08-01,2901.52001953125,2812.06005859375,2728.920068359375
2018-09-01,2913.97998046875,2877.2633463541665,2755.56005859375
2018-10-01,2711.739990234375,2842.413330078125,2759.373046875
2018-11-01,2760.169921875,2795.296630859375,2753.009033203125
2018-12-01,2506.85009765625,2659.586669921875,2732.31103515625
2019-01-01,2704.10009765625,2657.0400390625,2738.634033203125
2019-02-01,2784.489990234375,2665.146728515625,2752.27802734375
2019-03-01,2834.39990234375,2774.3299967447915,2765.191015625
2019-04-01,2945.830078125,2854.9066569010415,2787.93701171875
2019-05-01,2752.06005859375,2844.0966796875,2781.514013671875
2019-06-01,2941.760009765625,2879.8833821614585,2785.5380126953123
2019-07-01,2980.3798828125,2891.3999837239585,2792.1780029296874
2019-08-01,2926.4599609375,2949.5332845052085,2813.65
2019-09-01,2976.739990234375,2961.1932779947915,2835.3070068359375
2019-10-01,3037.56005859375,2980.2533365885415,2888.3780029296877
2019-11-01,3140.97998046875,3051.760009765625,2932.0659912109377
2019-12-01,3230.780029296875,3136.4400227864585,2976.6949951171873
2020-01-01,3225.52001953125,3199.0933430989585,3015.8070068359375
2020-02-01,2954.219970703125,3136.8400065104165,3016.64599609375
2020-03-01,2584.590087890625,2921.443359375,2999.8989990234377
2020-04-01,2912.429931640625,2817.0799967447915,2996.9659912109373
2020-05-01,3044.31005859375,2847.1100260416665,3003.3590087890625
2020-06-01,3100.2900390625,3019.010009765625,3020.7420166015627
2020-07-01,3271.1201171875,3138.5734049479165,3050.180029296875
2020-08-01,3500.31005859375,3290.5734049479165,3096.455029296875
2020-09-01,3363.0,3378.1433919270835,3118.65703125
2020-10-01,3269.9599609375,3377.7566731770835,3122.5750244140627
2020-11-01,3621.6298828125,3418.1966145833335,3162.1860107421876
2020-12-01,3756.070068359375,3549.219970703125,3242.3710205078123
2021-01-01,3714.239990234375,3697.3133138020835,3355.3360107421877
2021-02-01,3811.14990234375,3760.4866536458335,3445.2080078125
2021-03-01,3972.889892578125,3832.7599283854165,3538.0659912109377
2021-04-01,4181.169921875,3988.4032389322915,3646.1539794921873
2021-05-01,4204.10986328125,4119.389892578125,3739.4529541015627
2021-06-01,4297.5,4227.59326171875,3819.1719482421877
2021-07-01,4395.259765625,4298.95654296875,3922.3979248046876
2021-08-01,4522.68017578125,4405.146647135417,4047.6699462890624
2021-09-01,4307.5400390625,4408.493326822917,4116.260961914062
2021-10-01,4605.3798828125,4478.533365885417,4201.191943359375
2021-11-01,4567.0,4493.306640625,4286.467944335937
2021-12-01,4766.18017578125,4646.186686197917,4381.970971679688
2022-01-01,4515.5498046875,4616.243326822917,4436.236962890625
2022-02-01,4373.93994140625,4551.889973958333,4455.51396484375
2022-03-01,4530.41015625,4473.299967447917,4488.143994140625
2022-04-01,4131.93017578125,4345.4267578125,4471.58701171875
2022-05-01,4132.14990234375,4264.830078125,4445.276025390625
2022-06-01,3785.3798828125,4016.4866536458335,4371.54599609375
2022-07-01,4130.2900390625,4015.93994140625,4353.82099609375
2022-08-01,3955.0,3956.8899739583335,4288.7830078125
2022-09-01,3585.6201171875,3890.3033854166665,4190.64501953125
2022-10-01,3871.97998046875,3804.2000325520835,4101.225
2022-11-01,4080.110107421875,3845.9034016927085,4057.6810302734375
2022-12-01,3839.5,3930.530029296875,4004.2370361328126
2023-01-01,4076.60009765625,3998.7367350260415,3958.8560302734377
2023-02-01,3970.14990234375,3962.0833333333335,3942.6780029296874
2023-03-01,4109.31005859375,4052.02001953125,3940.3940185546876
2023-04-01,4169.47998046875,4082.97998046875,3978.8040283203127
2023-05-01,4179.830078125,4152.873372395833,3983.7580322265626
2023-06-01,4450.3798828125,4266.563313802083,4033.2960205078125
2023-07-01,4588.9599609375,4406.389973958333,4133.6300048828125
2023-08-01,4507.66015625,4515.666666666667,4197.198022460938
2023-09-01,4288.0498046875,4461.556640625,4217.9919921875
2023-10-01,4193.7998046875,4329.836588541667,4253.42197265625
2023-11-01,4567.7998046875,4349.883138020833,4302.541943359375
2023-12-01,4769.830078125,4510.4765625,4382.5099609375
2024-01-01,4845.64990234375,4727.759928385417,4456.1439453125
2024-02-01,5096.27001953125,4903.916666666667,4548.82294921875
2024-03-01,5254.35009765625,5065.42333984375,4656.274951171875
2024-04-01,5035.68994140625,5128.77001953125,4714.80595703125
2024-05-01,5277.509765625,5189.183268229167,4783.6609375
2024-06-01,5460.47998046875,5257.893229166667,4878.942919921875
2024-07-01,5522.2998046875,5420.096516927083,5002.367919921875
2024-08-01,5648.39990234375,5543.7265625,5147.8279296875
2024-09-01,5762.47998046875,5644.393229166667,5267.295947265625
2024-10-01,5705.4501953125,5705.443359375,5360.857958984375
2024-11-01,6032.3798828125,5833.436686197917,5479.53095703125
2024-12-01,5881.6298828125,5873.1533203125,5558.066943359375
2025-01-01,6040.52978515625,5984.846516927083,5636.684912109375
2025-02-01,5954.5,5958.886555989583,5728.56591796875
2025-03-01,5611.85009765625,5868.9599609375,5761.999951171875
2025-04-01,5569.06005859375,5711.803385416667,5772.857958984375
2025-05-01,5911.68994140625,5697.533365885417,5811.79697265625
2025-06-01,6204.9501953125,5895.2333984375,5867.452001953125
2025-07-01,6339.39013671875,6152.010091145833,5925.143017578125
2025-08-01,6460.259765625,6334.86669921875,6000.623974609375
2025-09-01,6688.4599609375,6496.03662109375,6066.231982421875
2025-10-01,6840.2001953125,6662.973307291667,6162.089013671875
2025-11-01,6849.08984375,6792.583333333333,6242.94501953125
2025-12-01,6846.509765625,6845.2666015625,6332.14599609375
